,Unnamed: 0,year,rank,song,artist
4500,4500,2005,2,Drop It Like It's Hot,Snoop Dogg Featuring Pharrell
4501,4501,2005,3,"1, 2 Step",Ciara Featuring Missy Elliott
4502,4502,2005,4,Soldier,Destiny's Child Featuring T.I. & Lil Wayne
4503,4503,2005,5,Lovers And Friends,Lil Jon & The East Side Boyz Featuring Usher & Ludacris
4504,4504,2005,6,My Boo,Usher And Alicia Keys
4505,4505,2005,7,Over And Over,Nelly Featuring Tim McGraw
4506,4506,2005,8,Wonderful,Ja Rule Featuring R. Kelly & Ashanti
4507,4507,2005,9,Lose My Breath,Destiny's Child
4508,4508,2005,10,I Don't Want To Be,Gavin DeGraw
4509,4509,2005,11,Disco Inferno,50 Cent
4510,4510,2005,12,Breakaway,Kelly Clarkson
4511,4511,2005,13,Get Back,Ludacris
4512,4512,2005,14,Only U,Ashanti
4513,4513,2005,15,Let's Go,Trick Daddy Featuring Lil Jon & Twista
4514,4514,2005,16,How We Do,The Game Featuring 50 Cent
4515,4515,2005,17,She Will Be Loved,Maroon 5
4516,4516,2005,18,Boulevard Of Broken Dreams,Green Day
4517,4517,2005,19,Karma,Lloyd Banks Featuring Avant
4518,4518,2005,20,Goodies,Ciara Featuring Petey Pablo
4519,4519,2005,21,Dare You To Move,Switchfoot
4520,4520,2005,22,What U Gon' Do,Lil Jon & The East Side Boyz Featuring Lil Scrappy
4521,4521,2005,23,U Make Me Wanna,Jadakiss Featuring Mariah Carey
4522,4522,2005,24,Numb/Encore,Jay-Z/Linkin Park
4523,4523,2005,25,Encore,"Eminem, Dr. Dre & 50 Cent"
4524,4524,2005,26,Bring Em Out,T.I.
4525,4525,2005,27,New York,Ja Rule Featuring Fat Joe & Jadakiss
4526,4526,2005,28,Oye Mi Canto,"N.O.R.E. Featuring Daddy Yankee, Nina Sky, Gem Star & Big Mato"
4527,4527,2005,29,True,Ryan Cabrera
4528,4528,2005,30,Daughters,John Mayer
4529,4529,2005,31,Some Beach,Blake Shelton
4530,4530,2005,32,Charlene,Anthony Hamilton
